gsisname,height,weight,college,birthdate,yearspro,team
D.Hixon,74,205,Akron,10/8/1984,9,
O.Harris,75,308,Miami (Fla.),6/3/1983,5,
S.Green,69,190,LSU,9/12/1984,4,
E.Dumervil,71,255,Louisville,1/19/1984,10,BAL
R.Edwards,77,268,Purdue,1/1/1985,7,
R.Sims,75,312,Ohio State,12/6/1983,9,
K.Williams,73,303,LSU,6/10/1983,10,BUF
R.Ninkovich,74,260,Purdue,2/1/1984,10,NE
M.Roman,71,205,LSU,3/26/1977,10,
C.Kobel,74,265,South Florida,1/26/1982,1,
J.Stokes,77,235,Vanderbilt,2/1/1988,1,
D.Dobbs,74,282,Georgia,11/30/1987,5,SEA
O.Spencer,75,185,North Carolina State,11/2/1987,2,
J.Kirkendoll,70,186,Texas,8/14/1989,2,
B.Russell,74,210,San Diego State,2/5/1978,8,
J.Hartsell,75,291,Catawba,3/8/1988,1,
D.Roberson,70,180,Rutgers,3/12/1985,3,
M.Greenwood,72,241,Syracuse,7/17/1978,9,
C.Chambers,71,210,Wisconsin,8/12/1978,10,
D.Raiola,73,310,Nebraska,12/30/1978,14,
J.Backus,77,305,Michigan,9/21/1977,12,
R.Seymour,78,317,Georgia,10/6/1979,12,
C.Gettis,71,199,Missouri,12/20/1988,1,
,76,315,Tennessee,1/7/1988,2,
K.Smith,72,235,Florida State,12/3/1987,1,
S.Tarver,75,236,Tennessee State,6/2/1989,1,
J.Dockery,73,185,Oregon State,11/9/1988,5,
Bri.Smith,75,240,Notre Dame,1/8/1989,1,
B.Jacobs,76,240,Fresno State,4/17/1988,3,CAR
M.King,72,195,Fort Valley State,10/26/1988,4,OAK
A.Henry,72,208,Wisconsin,11/28/1988,1,
D.Hamilton,77,315,Missouri,1/18/1989,1,
B.Carswell,73,201,USC,5/22/1989,1,
L.Nix,77,325,Pittsburgh,9/28/1989,3,
T.Mayo,74,205,California (PA),2/13/1990,1,
H.Dahl,77,306,Nevada,6/24/1981,7,
R.Streater,74,195,Temple,2/9/1988,4,OAK
C.Powell,72,203,Penn State,1/1/1988,1,
D.Williams,74,330,Tennessee,6/1/1987,6,OAK
T.Tebow,75,245,Florida,8/14/1987,4,
B.Bulaga,77,314,Iowa,3/21/1989,6,GB
D.Thomas,75,229,Georgia Tech,12/25/1987,6,DEN
J.Gresham,77,260,Oklahoma,6/16/1988,6,ARI
K.Jackson,70,188,Alabama,4/10/1988,6,HOU
S.Weatherspoon,74,244,Missouri,12/29/1987,6,ARI
M.Pouncey,76,304,Florida,7/24/1989,6,PIT
K.Wilson,70,190,Boise State,9/8/1987,6,NO
J.Odrick,77,305,Penn State,12/31/1987,6,JAC
L.Beavers,70,186,Wesleyan,10/7/1985,2,
K.Brock,77,264,Rutgers,4/9/1986,3,
C.Williams,68,175,New Mexico State,9/16/1987,1,
P.Morris,75,175,South Carolina State,7/2/1986,0,
D.Hendricks,75,305,Miami (Fla.),3/17/1986,3,
S.Rashad,72,198,Central Florida,10/6/1986,2,
B.Anderson,70,179,Akron,12/10/1985,2,
H.Whittaker,76,234,South Florida,6/19/1981,1,
M.Floyd,72,190,West Georgia,3/17/1980,2,
M.Fountain,76,270,Clemson,9/22/1982,2,
C.Hawthorne,71,168,Hawaii,12/15/1983,1,
T.Lewis,74,219,Duke,11/19/1987,3,PHI
S.Lawrence,73,221,Minnesota,2/1/1989,1,
C.Jackson,73,236,Louisiana-Monroe,10/13/1988,2,
K.Toston,71,214,Oklahoma State,5/6/1987,3,
D.Stewart,71,214,South Carolina,8/4/1988,6,DEN
R.Owens,72,183,Florida State,1/28/1987,1,
B.McRae,75,208,Mississippi State,3/5/1986,1,
J.Ballard,78,275,Ohio State,12/21/1987,4,
,73,190,Wake Forest,10/18/1989,1,
B.Moore,77,320,Texas,3/7/1991,0,
D.Molls,72,238,Toledo,2/12/1991,1,
J.McFarland,74,305,Oklahoma,11/26/1990,0,
Josh Johnson,70,199,Purdue,9/10/1990,0,
B.Jerideau,73,334,South Carolina,5/28/1989,0,
M.Hill,70,210,Missouri Western State,8/14/1989,2,DAL
L.Tasker,71,191,Cornell,1/18/1991,0,
D.Rolf,75,257,Utah,4/16/1990,0,
M.Berger,76,228,Colorado,6/24/1972,16,
J.Scott,77,292,Idaho,4/16/1981,9,
S.Parker,71,185,Oregon,3/25/1981,6,
D.Edwards,75,305,Oregon State,5/16/1981,12,CAR
T.Hargrove,75,282,Georgia Tech,7/20/1983,8,
,72,192,Notre Dame,9/16/1991,1,NYG
,72,190,Notre Dame,7/19/1992,1,DET
,75,311,Middle Tennessee State,5/4/1991,2,
,74,320,Florida,6/23/1991,1,
,71,195,Southern Methodist,2/6/1992,2,SF
R.Herron,69,193,Wyoming,6/2/1992,2,
,76,313,Tennessee State,1/24/1991,2,
R.Allen,69,186,Purdue,12/18/1991,1,ATL
,77,310,Purdue,11/27/1990,2,TB
,72,224,Syracuse,5/14/1991,2,
,70,160,Pikeville,//,0,
,76,290,Samford,3/9/1989,1,
,79,300,Penn State,12/28/1990,0,
Ja.Campbell,77,296,Bowling Green State,5/20/1991,0,
K.Redding,76,275,Wake Forest,2/8/1991,0,
,76,280,Georgia State,10/10/1991,0,
J.Harris,71,210,Wake Forest,1/22/1991,1,
J.Sharpe,72,235,North Greenville Coll. SC (J.C.),//,1,
G.Camarillo,74,200,Stanford,4/18/1982,7,
,70,190,South Florida,//,0,
,74,220,Northwood,4/29/1989,2,CLE
,78,316,Iowa,3/3/1992,0,STL
,77,319,Fresno State,3/2/1992,0,STL
,76,323,Louisville,3/15/1993,0,STL
,78,233,Oregon State,4/25/1992,0,STL
,79,321,Wisconsin,5/13/1992,0,STL
,76,307,Hobart,4/17/1993,0,TB
,74,246,Clemson,7/8/1992,0,ATL
,73,227,Georgia,8/3/1994,0,STL
,73,235,Baylor,5/4/1992,0,STL
,76,315,Louisiana State University - Shreveport,7/26/1993,0,DAL
,77,307,Kentucky,4/8/1993,0,CLE
,67,195,Texas A&M,12/1/1992,0,IND
K.Wenning,74,223,Ball State,2/14/1991,1,CIN
L.Brown,76,221,Minnesota State-Mankato,7/5/1989,1,
M.Regis,75,330,Miami (Fla.),11/3/1989,1,
Dom.Davis,75,210,East Carolina,7/17/1989,3,
B.Harris,78,300,Fresno State,1/16/1989,4,ATL
L.Nzegwu,76,260,Wisconsin,5/15/1989,1,
C.Spillman,72,199,Marshall,5/6/1986,7,
N.Keller,73,242,Ohio U.,12/5/1988,0,
D.Peterson,76,235,LSU,1/11/1989,1,
T.Polamalu,70,207,USC,4/19/1981,13,
G.Hamdan,76,220,Indiana,2/8/1981,5,
J.Gross,76,305,Utah,7/20/1980,11,
K.Amato,74,240,Montana State,5/18/1977,9,
,71,180,Florida State,1/15/1992,0,
,78,278,Georgia Tech,9/23/1990,1,
M.Philipp,76,328,Oregon State,9/7/1991,0,
,73,210,South Carolina,9/19/1991,1,CLE
D.Surgent,72,195,Louisiana-Lafayette,5/13/1992,0,
B.Chancellor,68,188,North Texas,8/6/1992,0,
A.Darby,70,192,Arizona State,6/22/1992,1,
D.Sorensen,74,208,Brigham Young,3/5/1990,2,KC
M.Flacco,77,251,New Haven,1/17/1987,0,
,73,182,Oregon State,8/10/1989,0,
C.West,70,205,Abilene Christian,6/2/1991,2,KC
A.Wilson,69,200,Georgia State,7/12/1992,2,KC
C.Matthews,77,218,Kentucky,10/6/1989,2,BAL
C.Adingupu,72,202,Prairie View A&M;,11/20/1987,1,
A.Smith,69,195,Union College (KY),5/7/1986,2,
A.West,72,205,Nebraska,3/29/1988,1,
C.Pennington,75,225,Marshall,6/26/1976,11,
T.Kirschke,75,298,UCLA,9/6/1974,13,
R.Rasner,72,208,Arkansas,4/18/1991,0,
K.Bateman,73,185,New Mexico State,2/22/1990,0,
,77,310,West Texas A&M,9/18/1990,1,
R.Fuga,74,318,Brigham Young,5/25/1988,0,
A.Hester,73,207,UCLA,3/1/1990,1,
U.Kaveinga,71,235,Brigham Young,2/2/1990,0,
J.Youboty,76,258,Temple,2/25/1990,2,
A.Daniels,76,276,Cincinnati,11/27/1986,2,
S.Ware,74,237,New Hampshire,1/31/1987,2,
A.Pettrey,74,199,Ohio State,6/17/1986,1,
A.Neblett,72,310,Temple,6/7/1988,4,
R.Jackson,73,240,Virginia,1/15/1987,3,
M.Adams,68,181,Louisiana-Lafayette,6/17/1985,7,
J.Ulbrich,72,240,Hawaii,2/17/1977,10,
M.Scifres,74,215,Western Illinois,10/8/1980,13,SD
B.Goode,73,255,Arkansas,11/2/1984,8,GB
P.Togafau,71,240,Idaho State,1/10/1984,5,
X.Omon,71,227,Northwest Missouri State,2/15/1985,3,
T.Mehlhaff,70,184,Wisconsin,8/25/1985,2,
A.Highsmith,73,230,LSU,1/20/1985,2,
D.Keyes,74,203,UCLA,3/26/1985,2,
L.Long,71,186,Mississippi State,5/4/1985,5,
C.Medder,77,315,Florida,12/1/1984,2,
T.Welch,79,310,Vanderbilt,6/19/1987,4,
M.Henry,76,212,Kansas,2/21/1986,2,
B.Richardson,78,319,Clemson,5/15/1986,6,
D.Barber,72,210,Minnesota,8/2/1986,4,
T.Brown,68,203,Georgia,5/15/1986,2,
G.Hayes,73,226,Florida State,8/10/1987,7,
J.Morgan,72,219,Virginia Tech,6/20/1985,8,
C.Lynch,72,210,Appalachian State,5/7/1985,7,
J.Parmele,71,225,Toledo,12/30/1985,4,
B.Clark,74,204,North Carolina State,12/26/1983,5,
D.Johnson,77,252,Central Florida,2/11/1983,5,
M.Johnson,71,203,Alabama,5/18/1988,3,
J.Griffith,72,230,Mississippi State,7/21/1980,8,
C.McCoy,76,261,Middle Tennessee State,11/25/1986,1,
L.Brown,76,225,Troy,3/11/1987,2,
T.Holt,72,200,North Carolina State,6/5/1976,12,
I.Idonije,78,275,Manitoba (Canada),11/17/1980,11,
M.Thigpen,69,200,Indiana,5/15/1986,4,
J.Gaines,73,274,Penn State,9/27/1985,1,
D.Whitner,70,208,Ohio State,7/24/1985,10,CLE
M.Huff,72,211,Texas,3/6/1983,8,
V.Davis,75,250,Maryland,1/31/1984,10,DEN
A.Hawk,73,240,Ohio State,1/6/1984,10,CIN
H.Ngata,76,345,Oregon,1/21/1984,10,DET
J.Cutler,75,220,Vanderbilt,4/29/1983,10,CHI
M.Leinart,77,225,USC,5/11/1983,6,
E.Sims,72,233,Florida State,12/23/1984,9,
K.Bell,71,219,UCLA,12/10/1986,5,
B.Bunkley,74,306,Florida State,11/23/1983,10,
K.Wimbley,76,258,Florida State,10/13/1983,10,
D.Penn,76,315,Utah State,4/27/1983,10,OAK
J.Hunter,76,270,Appalachian State,8/28/1983,7,
J.Mitchell,78,285,Mississippi,3/15/1984,6,
V.Ciurciu,72,240,Boston College,5/2/1980,8,
T.Brown,75,305,Memphis,9/29/1980,7,
G.Hayes,73,250,Pittsburgh,10/10/1980,9,
J.Brown,72,202,Nebraska,4/29/1979,13,NYG
V.Adeyanju,76,284,Indiana,2/11/1983,6,
D.Williams,74,202,Oregon,3/28/1983,7,
I.Sowells,75,315,Indiana,5/4/1982,6,
J.Avant,72,210,Michigan,4/20/1983,10,KC
L.Williams,75,248,Miami (Fla.),7/30/1983,6,
G.Watson,75,333,Michigan,9/24/1983,6,
J.Evans,76,318,Bloomsburg,8/22/1983,10,NO
K.Simpson,73,202,South Carolina,11/9/1983,5,
G.Mills,73,235,Tulsa,10/12/1983,6,
S.Baggs,73,240,Bethune-Cookman,12/30/1981,2,
P.Rivers,77,228,North Carolina State,12/8/1981,12,SD
B.Watson,75,255,Georgia,12/18/1980,12,NO
B.Sanders,68,206,Iowa,2/24/1981,8,
T.Law,71,200,Michigan,2/10/1974,15,
,75,280,Florida State,1/25/1994,0,OAK
F.Robbins,76,322,Wake Forest,3/26/1977,12,
C.Griffin,76,303,Alabama,12/3/1976,10,
C.Clifton,77,320,Tennessee,6/26/1976,12,
J.Nesbit,76,328,South Carolina,12/17/1976,11,
C.Redman,75,225,Louisville,7/7/1977,10,
De.Washington,69,182,Auburn,9/30/1987,1,
B.Brackett,77,246,Penn State,12/13/1987,3,
M.Hansen,73,230,Rhode Island,9/10/1989,2,
P.Devlin,75,220,Delaware,4/12/1988,4,CLE
J.Freeny,74,255,Rutgers,6/15/1989,4,NE
N.Grigsby,71,199,Arizona,12/26/1988,0,
P.Livas,67,179,Louisiana Tech,4/24/1989,1,
J.Perez,71,183,San Diego State,9/15/1985,1,
Q.Spears,76,230,Prairie View A&M,5/11/1988,2,
T.Atchison,73,200,Baylor,9/27/1987,1,
R.Quigley,75,188,Boston College,1/26/1990,3,NYJ
J.Olawale,73,240,North Texas,4/17/1989,3,OAK
B.Bass,77,294,Texas A&M,10/12/1989,3,
J.Fanor,72,205,Bethune-Cookman,6/17/1989,1,
T.Hartman,75,206,Kansas State,8/9/1989,2,
M.Blanchard,75,223,Wis.-Whitewater,3/21/1989,2,
Jo.Anderson,73,196,Texas Southern,11/21/1988,1,
N.Thorpe,73,200,Auburn,2/11/1990,3,OAK
T.Parks,74,218,Florida State,4/14/1990,1,
B.Venson,75,245,Illinois State,2/17/1988,1,
C.Louis,80,315,Morgan State,8/24/1984,5,
T.Palko,73,215,Pittsburgh,8/9/1983,5,
P.Thomas,71,215,Illinois,12/18/1984,9,WAS
J.Bowie,71,190,Cincinnati,5/11/1984,4,
S.Nicholas,75,236,South Florida,5/1/1983,7,
P.Soliai,76,345,Utah,12/30/1983,9,ATL
A.Pittman,71,195,Ohio State,12/19/1985,3,
T.Jackson,72,193,Syracuse,7/21/1985,5,WAS
A.J.Davis,70,189,North Carolina State,5/29/1983,2,
J.Moore,76,256,Nebraska,8/16/1983,3,
I.Stanback,74,228,Washington,8/16/1984,4,
T.Gonzalez,77,247,California,2/27/1976,17,
D.Sepulveda,75,230,Baylor,1/12/1984,5,
D.Wright,71,228,Fresno State,6/2/1983,4,
M.Smith,69,205,Utah State,8/9/1988,3,
T.Compton,77,308,South Dakota,5/10/1989,3,WAS
D.Dunsmore,75,235,Northwestern,11/4/1988,1,
J.Sweezy,77,298,North Carolina State,4/8/1989,4,SEA
A.Morris,70,224,Florida Atlantic,12/12/1988,4,WAS
C.Rainey,69,180,Florida,3/2/1988,3,
J.Bush,71,205,Wake Forest,3/5/1989,4,DEN
W.Guy,73,220,Kentucky,4/23/1990,3,IND
R.Pollard,73,175,Hawaii,6/3/1989,1,
S.Brown,74,254,Houston,4/17/1990,2,
R.Humber,71,232,North Dakota State,8/10/1987,7,NO
A.Grady,73,290,Louisville,11/21/1985,1,
B.Harrison,69,197,Michigan,11/6/1986,0,
D.Gerberry,75,302,Ball State,11/10/1985,1,
J.Lacey,70,183,Oklahoma State,5/28/1987,5,
D.Boldin,71,210,Wake Forest,6/20/1986,1,
J.Gill,75,302,Northwestern,10/28/1986,4,
S.Waters,71,181,Alabama-Birmingham,5/18/1987,2,
S.Heiden,77,270,South Dakota State,9/21/1976,11,
J.Jones,75,248,Georgia,10/13/1989,3,PIT
E.Reed,71,205,Miami (Fla.),9/11/1978,12,
D.Jenkins,70,191,Miami (Fla.),12/31/1982,3,
R.Grice-Mullen,71,180,Hawaii,9/12/1986,2,
E.Wheelwright,77,217,Minnesota,7/10/1984,2,
L.Williams,72,310,Missouri,10/23/1984,2,
D.Stafford,73,218,Nebraska,2/18/1991,3,TEN
M.Bowie,77,320,Northeastern State (Okla.),9/25/1991,3,CLE
C.Clement,77,265,LSU,8/1/1989,0,
T.Smith,73,240,Boise State,11/19/1990,0,
,71,221,South Carolina,10/29/1991,2,
L.Bell,73,244,Michigan State,2/18/1992,3,PIT
R.Ventrone,68,198,Villanova,9/27/1986,3,PIT
D.Fletcher,74,245,Montana State,9/14/1986,6,NE
K.Love,73,315,Mississippi State,11/18/1986,4,CAR
T.Johnson,69,195,California (PA),7/5/1986,2,
S.Brown,74,207,Notre Dame,5/22/1988,6,JAC
D.Cromartie-Smith,74,203,Texas-El Paso,2/19/1987,2,
R.Kelly,76,257,Mississippi State,2/22/1977,12,
E.Amano,75,300,Southeast Missouri State,3/1/1982,9,
D.Ward,71,240,Ottawa (Kans.),8/30/1980,8,
S.Andrews,76,330,Arkansas,12/25/1982,7,
J.Vilma,73,230,Miami (Fla.),4/16/1982,10,
,68,184,Miami (Ohio),12/10/1991,0,
,74,245,Bridgewater State,//,0,
,71,175,New Mexico State,//,0,
,73,196,LSU,10/25/1989,1,NO
,76,222,Oregon,10/30/1993,0,TEN
,78,300,Stanford,8/3/1991,0,IND
,74,320,Texas,2/2/1994,0,NE
,72,225,Alabama,1/10/1994,0,NYG
,77,335,Utah,8/7/1994,0,TEN
R.Davis,69,187,San Jose State,7/24/1979,8,
,70,195,Auburn,4/28/1993,0,IND
,71,197,Auburn,3/12/1993,0,BAL
,72,192,Alabama,10/16/1991,0,SF
,75,218,South Carolina,10/25/1991,0,SF
,71,161,Nebraska,1/7/1993,0,IND
A.Mulumba,75,260,Eastern Michigan,1/31/1990,3,GB
N.Clemons,78,300,Georgia,2/3/1980,3,
C.Clemons,75,255,Georgia,10/30/1981,12,JAC
K.Osgood,77,220,San Diego State,5/20/1980,12,
T.Horn,76,305,Miami (Fla.),3/1/1989,1,
A.Hardy,78,245,Cal State-Fullerton,3/18/1987,1,
H.Smith,78,255,Metro State,4/10/1985,2,
W.Johnson,74,240,West Virginia,11/14/1988,4,PIT
,70,165,Florida International,3/27/1988,2,
P.Schiller,74,235,Northern Illinois,11/12/1988,1,
P.Thompson,70,180,San Jose State,9/26/1990,4,JAC
J.Harris,73,224,Auburn,4/27/1989,4,ATL
K.Boone,72,204,LSU,9/13/1991,1,
,75,313,Morgan State,12/13/1991,1,
J.Fitzgerald,76,280,Kansas State,10/30/1987,1,
,75,319,Utah State,9/13/1990,1,
Z.Orr,72,255,North Texas,6/9/1992,2,BAL
S.Seamster,72,205,Middle Tennessee State,2/5/1991,2,BUF
J.Thompson,71,225,Duke,5/13/1992,2,DEN
,77,300,Iowa,11/2/1990,0,
,76,247,Cincinnati,5/28/1991,2,
,74,311,Oregon State,6/21/1991,1,PHI
T.Underwood,73,185,Rutgers,2/17/1987,6,
D.Scott,71,210,Maryland,5/26/1988,3,
S.Chapas,74,241,Georgia,5/2/1988,1,
W.McGahee,72,235,Miami (Fla.),10/21/1981,11,
B.Thompson,70,185,Boise State,10/30/1989,2,
Z.Clayton,74,299,Auburn,1/1/1988,2,
D.Reed,76,260,Arizona,1/1/1988,2,
D.Newton,78,313,Arkansas State,11/16/1987,5,HOU
K.Washington,75,217,Tennessee,8/21/1979,9,
M.Baker,72,205,Baylor,6/19/1987,2,
W.Joseph,77,310,Miami (Fla.),9/3/1979,8,
R.Taylor,75,254,North Carolina,11/16/1987,5,
A.Haynesworth,78,350,Tennessee,6/17/1981,10,
J.Shockey,77,251,Miami (Fla.),8/18/1980,10,
L.Jones,77,307,Arizona State,8/24/1979,8,
J.Henderson,79,335,Tennessee,1/9/1979,10,
D.Stallworth,72,200,Tennessee,11/10/1980,11,
D.Freeney,73,268,Syracuse,2/19/1980,14,ARI
J.Harrington,76,210,Oregon,10/21/1978,8,
J.Peppers,79,287,North Carolina,1/18/1980,14,GB
R.Williams,72,222,Oklahoma,8/14/1980,9,
M.Williams,79,337,Texas,1/11/1980,7,
A.Davis,73,200,Memphis,12/25/1989,2,IND
R.Wingo,75,231,Arkansas,2/18/1991,2,
P.Worrilow,72,230,Delaware,5/1/1990,3,ATL
B.Williams,76,255,Oregon,10/12/1987,3,MIA
D.Bates,71,225,Auburn,11/27/1990,3,STL
B.Cunningham,70,217,Middle Tennessee State,7/7/1990,3,STL
,74,229,Saskatchewan (Canada),5/23/1982,0,
J.Dombrowski,73,190,Harvard,3/18/1991,0,
L.McCray,75,249,Florida,8/26/1990,3,DEN
A.Villanueva,81,320,Army,9/22/1988,1,PIT
J.Harrison,76,308,Florida,8/25/1991,2,IND
R.Smith,77,310,Michigan State,11/15/1977,11,
M.Leggett,71,188,Valdosta State,10/2/1986,4,
J.Kleinsasser,75,272,North Dakota,1/31/1977,13,
L.Leggett,75,205,Miami (Fla.),2/11/1985,1,
J.Lee,76,308,South Carolina State,8/17/1985,5,
B.Schaefering,76,295,Lindenwood,8/20/1983,5,
T.Hudgins,74,225,Elon,2/24/1987,1,
B.McCann,71,185,Southern Methodist,9/29/1987,5,
D.McCray,73,215,LSU,3/10/1988,6,DAL
L.Miller,72,216,Fresno State,4/29/1988,3,
M.Nichols,74,222,Eastern Washington,3/19/1987,1,
R.Priest,70,181,Texas Christian,3/11/1987,1,
N.Tow-Arnett,75,248,Minnesota,9/7/1984,1,
V.Tucker,73,204,California,6/26/1988,2,
C.Newton,77,245,Auburn,5/11/1989,5,CAR
R.Parker,72,206,Newberry,8/17/1987,5,KC
L.Sendlein,75,308,Texas,3/16/1984,9,ARI
R.Schmitt,75,217,Shepherd,8/17/1985,5,
M.Morgan,75,226,USC,1/16/1988,5,SEA
M.Devito,75,305,Maine,6/10/1984,9,KC
D.Walls,72,190,Notre Dame,6/20/1988,5,NYJ
J.Johnson,72,183,Jackson State,7/10/1984,5,
P.Hubbard,74,218,Wisconsin,6/12/1985,4,
A.Rubin,74,325,Iowa State,7/25/1986,8,SEA
Bo Ruud,75,234,Nebraska,9/2/1984,2,
T.Santi,75,250,Virginia,11/22/1985,3,
D.Thomas,76,303,Connecticut,9/25/1985,8,
R.Mundy,73,209,West Virginia,2/11/1985,7,CHI
R.Henderson,75,278,Southern Mississippi,11/9/1983,2,
A.Woodson,76,230,Kentucky,4/25/1984,2,
J.Watson,69,177,Iowa State,9/14/1990,1,
L.Laury,74,242,South Carolina,1/17/1982,5,
K.Hobbs,72,188,Auburn,4/30/1983,5,
E.Mitchell,75,310,Arizona,9/25/1987,6,MIA
E.Sanders,71,180,Southern Methodist,3/17/1987,6,DEN
C.Peters,75,305,Kentucky,6/8/1988,6,ARI
J.Shipley,72,188,Texas,12/23/1985,4,
M.Wright,71,204,Florida,7/1/1988,6,TB
B.LaFell,75,210,LSU,11/4/1986,6,NE
D.Butler,73,242,Washington,10/17/1988,6,SD
J.Walton,75,310,Baylor,3/24/1987,6,SD
N.Herron,71,220,Northwestern,4/3/1982,5,
C.McCoy,73,215,Texas,9/5/1986,6,WAS
D.Te'o-Nesheim,75,263,Washington,6/12/1987,4,
A.Murray,73,207,Georgia,11/10/1990,2,KC
,77,252,Georgia,6/17/1990,1,
D.Freeman,68,206,Florida State,3/15/1992,2,ATL
T.Swanson,77,307,Arkansas,1/30/1991,2,DET
S.Crichton,75,273,Oregon State,10/30/1991,2,MIN
,78,325,Missouri,5/29/1991,2,SEA
R.Hageman,78,318,Minnesota,8/8/1990,2,ATL
D.Carr,75,215,Fresno State,3/28/1991,2,OAK
,75,210,Alabama,9/13/1990,1,CIN
J.Feagles,73,215,Miami (Fla.),3/7/1966,22,
D.Brown,77,225,James Madison,5/26/1992,0,BAL
J.Porter,70,205,Rutgers,11/27/1985,4,
M.Kuhn,76,303,North Carolina State,5/5/1986,4,NYG
B.Leftwich,77,250,Marshall,1/14/1980,10,
A.Rossum,68,178,Notre Dame,10/22/1975,12,
M.Hurt,75,329,Florida,11/8/1987,4,
M.Williams,71,205,Texas Christian,11/22/1987,2,
J.Addai,71,214,LSU,5/3/1983,6,
N.Mangold,76,307,Ohio State,1/13/1984,10,NYJ
M.Kiwanuka,77,267,Boston College,3/8/1983,9,
K.Jennings,71,180,Miami (Fla.),11/30/1982,6,
J.McCargo,74,307,North Carolina State,8/19/1983,7,
S.Holmes,71,192,Ohio State,3/3/1984,9,
M.Lewis,78,275,UCLA,5/19/1984,10,JAC
De.Williams,69,207,Memphis,4/25/1983,10,PIT
D.Jackson,72,242,Maryland,9/26/1983,10,IND
D.Ryans,73,247,Alabama,7/28/1984,10,PHI
J.Seau,75,250,USC,1/19/1969,20,
J.Wilkerson,74,270,Oklahoma,1/4/1981,9,
B.Croyle,74,206,Alabama,2/6/1983,6,
D.Thomas,75,248,Texas,7/5/1983,7,
D.Pittman,71,185,Northwestern State-Louisiana,10/14/1983,5,
Ja.Anderson,74,235,Virginia Tech,9/26/1983,10,NO
R.Butler,76,310,Miami (Fla.),2/10/1983,8,
M.Stovall,77,220,Notre Dame,2/21/1985,7,
F.Rucker,75,280,USC,9/14/1983,10,ARI
J.Hatcher,78,299,Grambling State,7/13/1982,10,WAS
D.Byrd,75,255,USC,2/7/1984,5,
F.Keiaho,71,226,San Diego State,12/18/1982,5,
,74,251,Hillsdale,7/15/1990,0,
S.Campbell,73,245,West Virginia Wesleyan,10/10/1990,0,
,76,257,Ohio U.,7/12/1989,1,DET
M.Booker,72,205,Louisiana-Monroe,7/31/1976,11,
M.Ball,73,220,Memphis,7/21/1987,2,
P.Lutzenkirchen,75,258,Auburn,6/1/1991,0,
J.Sanders,66,185,West Virginia,6/14/1988,1,
D.Lewis,72,208,Texas Tech,8/20/1989,1,
D.Davis,73,205,Oregon,1/4/1989,4,
B.Bulcke,76,285,Stanford,4/27/1987,1,
D.Beaumont,69,187,Louisville,12/11/1988,1,
K.Belgrave,73,205,Kent State,1/29/1987,1,
L.Cox,72,245,Georgia Tech,11/24/1987,1,
,74,237,Arkansas-Pine Bluff,6/1/1989,2,
C.Yount,73,250,UCLA,7/8/1988,5,
A.Carter,76,260,California,5/12/1979,12,
S.Rosenfels,76,225,Iowa State,3/6/1978,12,
,77,234,Brigham Young,1/1/1992,0,ARI
,69,200,Adams State,4/24/1991,0,
B.Lloyd,72,200,Illinois,7/5/1981,9,
M.Holland,74,340,Florida State,5/21/1980,9,
C.Brown,75,235,Colorado,4/17/1981,7,
J.Fargas,73,220,USC,1/25/1980,8,
S.Williams,77,260,Fresno State,7/28/1980,9,
,78,308,Southern Mississippi,11/4/1986,1,
R.Myers,76,239,Utah State,4/9/1986,2,
C.Cole,74,325,Iowa,6/24/1980,9,
G.Scruggs,75,310,Louisville,8/17/1990,4,CHI
B.Davis,75,215,Northern Illinois,4/23/1986,2,
K.Fitzhugh,71,205,Mississippi State,11/11/1986,2,
M.Kroul,75,300,Iowa,2/25/1986,3,
B.Winn,76,300,Boise State,4/15/1989,4,IND
M.McCants,78,310,Alabama-Birmingham,8/18/1989,3,OAK
T.Streeter,77,216,Miami (Fla.),10/7/1989,1,
G.McCoy,69,187,Texas Christian,9/8/1988,1,
J.Long,76,297,San Diego State,4/9/1990,1,
D.Campbell,72,213,California,7/24/1989,3,
B.Nortman,74,215,Wisconsin,9/12/1989,4,CAR
M.Grant,71,182,Arkansas,3/20/1986,2,
L.Ball,69,224,Maryland,6/19/1985,5,
R.Cartwright,68,215,Kansas State,12/3/1979,11,
,74,203,Miami (Ohio),1/28/1989,3,
,76,310,Washburn,1/30/1990,3,STL
A.Davis,72,183,Jacksonville State,7/6/1989,3,
D.Snow,76,303,Texas,11/9/1989,2,
T.Jerod-Eddie,77,301,Texas A&M,3/29/1990,3,SF
,77,305,Oregon State,4/11/1989,3,CAR
D.Johnson,75,324,Marshall,8/21/1989,1,
C.Wiggs,73,222,Purdue,2/20/1990,1,
L.Tuinei,76,220,Oregon,9/29/1990,1,
A.Brooks,75,259,Virginia,3/14/1984,10,SF
J.Butler,75,218,Georgia Tech,9/7/1982,7,
Z.Mesko,77,230,Michigan,3/6/1986,4,
H.Davis,76,270,Louisiana-Lafayette,3/2/1987,3,
J.Bell,71,231,Wayne State (Mich.),8/4/1986,5,DET
C.Sheffield,74,257,Troy,2/12/1988,3,
S.McManis,73,197,Northwestern,12/19/1987,6,CHI
L.Hart,72,248,Central Arkansas,7/16/1987,2,
A.Russell,72,200,Ohio State,5/30/1987,3,
N.Carroll,73,205,Maryland,1/18/1987,6,PHI
R.Johnson,74,206,Utah,2/13/1987,3,
M.Petrus,75,315,Arkansas,5/11/1987,3,
B.Cundiff,73,212,Drake,3/30/1980,10,
